Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
TATAMOTORS,EQ,16-Apr-15,540.45,543.75,551.25,534.2,538.4,541.25,542.92,4027716,2186730510,89074,1970791,48.93
TATAMOTORS,EQ,17-Apr-15,541.25,541.5,544.8,534.15,534.15,535.35,539.53,2728290,1471986112,73343,1380458,50.6
TATAMOTORS,EQ,20-Apr-15,535.35,543.15,543.15,521.05,536.1,533.2,529.93,5011252,2655598350,136271,2602955,51.94
TATAMOTORS,EQ,21-Apr-15,533.2,531.45,538,523.5,527.4,527.4,531.5,3243871,1724131673,75200,1744855,53.79
TATAMOTORS,EQ,22-Apr-15,527.4,529,529.7,510.65,525.25,523.5,520.98,4311384,2246157656,109493,2257726,52.37
TATAMOTORS,EQ,23-Apr-15,523.5,527.8,527.8,508.45,511.75,512,516.58,4961920,2563210831,91064,2664723,53.7
TATAMOTORS,EQ,24-Apr-15,512,515.25,520,508.6,517.3,516.2,515.74,4302328,2218867047,62545,2298324,53.42
TATAMOTORS,EQ,27-Apr-15,516.2,521,523,513.05,517.5,516.85,519.04,3082875,1600129704,65488,1481071,48.04
TATAMOTORS,EQ,28-Apr-15,516.85,520.5,533.8,518.35,525.9,529.85,526.87,6417077,3380947599,124545,3833500,59.74
TATAMOTORS,EQ,29-Apr-15,529.85,526.75,528,516.8,521.55,520.9,520.99,3685760,1920261103,56956,2103716,57.08
TATAMOTORS,EQ,30-Apr-15,520.9,518.2,520.8,506.75,509.5,508.25,512.53,10009172,5129978249,103715,5975537,59.7
TATAMOTORS,EQ,4-May-15,508.25,511.75,516,497.5,508.2,506.45,504.09,5849866,2948886088,113398,3100471,53
TATAMOTORS,EQ,5-May-15,506.45,509.5,515.7,506.05,511,510.45,511.16,3398712,1737299877,52528,1566873,46.1
TATAMOTORS,EQ,6-May-15,510.45,508.5,508.5,495.8,500,497.85,500.86,5925410,2967793057,80658,3575825,60.35
TATAMOTORS,EQ,7-May-15,497.85,493.5,503,482.6,491.05,488.1,494.16,5504557,2720108776,70771,2931057,53.25
TATAMOTORS,EQ,8-May-15,488.1,498.75,515.9,497.35,513,513.7,510.19,6229295,3178146761,101709,3432059,55.1
TATAMOTORS,EQ,11-May-15,513.7,522.25,530.95,517,528.55,529.7,525.6,5520513,2901558298,143697,3425687,62.05
TATAMOTORS,EQ,12-May-15,529.7,525.7,525.7,511.15,514.1,513.55,515.48,4569616,2355527215,81869,2773263,60.69
TATAMOTORS,EQ,13-May-15,513.55,517,525.55,506.55,519.2,520.45,517.04,4442178,2296798107,87580,2058405,46.34
TATAMOTORS,EQ,14-May-15,520.45,519,519,510.1,516.45,516.6,513.9,3587736,1843747387,91325,1799392,50.15
TATAMOTORS,EQ,15-May-15,516.6,519,524.5,517.05,520.4,519.9,520.58,4038816,2102540621,76488,2616501,64.78
TATAMOTORS,EQ,18-May-15,519.9,517.25,524.4,510.3,520,520.7,516.03,4363711,2251813755,74282,2509455,57.51
TATAMOTORS,EQ,19-May-15,520.7,516.9,518.75,508.7,509.75,509.8,513.56,5500642,2824919743,93307,3578617,65.06
TATAMOTORS,EQ,20-May-15,509.8,511,513.85,503.55,506,505.25,507.55,6385674,3241077459,96925,4293884,67.24
TATAMOTORS,EQ,21-May-15,505.25,506.5,512.5,505,511,511.2,510.49,4708702,2403747765,140823,3068481,65.17
TATAMOTORS,EQ,22-May-15,511.2,511.75,516.95,510.2,514.5,514.65,514.49,4744826,2441162723,127586,3318364,69.94
TATAMOTORS,EQ,25-May-15,514.65,513,514,503,505,505.3,508.17,3080546,1565433242,38872,1802933,58.53
TATAMOTORS,EQ,26-May-15,505.3,505,506,493.55,499,497.6,497.7,7389680,3677877955,113604,3668382,49.64
TATAMOTORS,EQ,27-May-15,497.6,473.6,474.95,463.55,472.75,471.75,470.73,15936377,7501675168,182427,8771140,55.04
TATAMOTORS,EQ,28-May-15,471.75,473.85,487.45,472.25,482.55,484.35,482,11792862,5684107997,153480,6212942,52.68
TATAMOTORS,EQ,29-May-15,484.35,485.2,490.25,479.4,483.7,481.65,484.07,7892019,3820267473,109689,5313102,67.32
TATAMOTORS,EQ,1-Jun-15,481.65,482.9,482.9,471,473,472.05,474.36,4610219,2186896287,88453,2959293,64.19
TATAMOTORS,EQ,2-Jun-15,472.05,473.1,478.4,465,465.6,466.95,469.97,6237231,2931305845,78916,3224002,51.69
TATAMOTORS,EQ,3-Jun-15,466.95,467,468.75,434.7,458.5,456.85,451.02,9702740,4376084763,137547,5514510,56.83
TATAMOTORS,EQ,4-Jun-15,456.85,456.85,458.45,445.45,451.7,451.2,449.06,8001049,3592960240,101730,5413768,67.66
TATAMOTORS,EQ,5-Jun-15,451.2,445.65,449.55,439.5,442.05,442.1,443.35,11195670,4963602057,113173,7612351,67.99
TATAMOTORS,EQ,8-Jun-15,442.1,435.3,438,429.05,435.1,435.6,433.21,7072020,3063675577,87781,3875051,54.79
TATAMOTORS,EQ,9-Jun-15,435.6,431.3,443.8,431.3,440.4,440.05,438.65,7741629,3395889412,108554,5215404,67.37
TATAMOTORS,EQ,10-Jun-15,440.05,439.9,449.4,436,445.9,446.6,445.39,9716102,4327488619,138574,6545653,67.37
TATAMOTORS,EQ,11-Jun-15,446.6,446.5,446.8,428.1,430.55,430.2,434.26,9668308,4198584816,109335,6119015,63.29
TATAMOTORS,EQ,12-Jun-15,430.2,426.55,429.5,417.25,422.95,421.8,422.06,10871836,4588539523,110127,7093653,65.25
TATAMOTORS,EQ,15-Jun-15,421.8,426,427.95,418.1,425.5,426.35,423.79,7287773,3088496465,91235,4092898,56.16
TATAMOTORS,EQ,16-Jun-15,426.35,427.05,435.8,421.25,433,432.8,426.89,6192559,2643530472,62594,3772136,60.91
TATAMOTORS,EQ,17-Jun-15,432.8,436,437.4,426.5,433.55,433.7,432.41,7034146,3041667177,74938,4684030,66.59
TATAMOTORS,EQ,18-Jun-15,433.7,434.9,447.5,431.4,443.5,445.45,442.67,8198142,3629065421,164055,5003899,61.04
TATAMOTORS,EQ,19-Jun-15,445.45,444.8,444.8,431.6,433.7,433.05,436.08,6891821,3005380180,154121,4249206,61.66
TATAMOTORS,EQ,22-Jun-15,433.05,435,444,435,439.25,440.5,440.99,5281379,2329017521,82457,3127732,59.22
TATAMOTORS,EQ,23-Jun-15,440.5,441,447.4,435,436.65,436,439.82,5762483,2534441973,95300,3251775,56.43
TATAMOTORS,EQ,24-Jun-15,436,438.7,438.7,428.1,430,430.6,433.59,7081258,3070386188,112784,5036222,71.12
TATAMOTORS,EQ,25-Jun-15,430.6,433,436.1,429.5,433.55,432.4,433.01,7745469,3353831984,87972,5361762,69.22
TATAMOTORS,EQ,26-Jun-15,432.4,435,438.8,431.2,437,437.6,435.34,5009173,2180713094,77606,3025617,60.4
TATAMOTORS,EQ,29-Jun-15,437.6,428.8,432.5,418.15,430,428.25,426.44,7143044,3046111172,81362,4988804,69.84
TATAMOTORS,EQ,30-Jun-15,428.25,428,436.25,422.7,433.7,434.15,427.78,6387312,2732350201,90025,4165949,65.22
TATAMOTORS,EQ,1-Jul-15,434.15,436.75,447.4,431.4,446,444.5,440.43,6054910,2666788766,75239,2967670,49.01
TATAMOTORS,EQ,2-Jul-15,444.5,445,445,435,435.35,436.4,439.62,4641851,2040655302,95054,2360514,50.85
TATAMOTORS,EQ,3-Jul-15,436.4,436,436,430.45,433.55,433.15,433.08,3709457,1606482688,58710,2265339,61.07
TATAMOTORS,EQ,6-Jul-15,433.15,428,433.5,420.7,429.8,431.1,427.08,4600687,1964876501,59799,2134593,46.4
TATAMOTORS,EQ,7-Jul-15,431.1,434.35,435.7,428,431.35,431.55,431.54,5667938,2445957019,73760,2826426,49.87
TATAMOTORS,EQ,8-Jul-15,431.55,424,424,400,404.3,404.95,408.4,15521757,6339076048,254699,9401401,60.57
TATAMOTORS,EQ,9-Jul-15,404.95,400.15,403.35,394.25,398.25,397.8,397.62,9351601,3718361780,127925,5189543,55.49
TATAMOTORS,EQ,10-Jul-15,397.8,400.25,405.8,398.05,401.15,401.9,401.5,13661389,5485072687,154027,9702828,71.02
TATAMOTORS,EQ,13-Jul-15,401.9,406.7,406.7,397.05,402.35,402.1,402.3,8047912,3237649948,105800,4643499,57.7
TATAMOTORS,EQ,14-Jul-15,402.1,403.5,403.5,380.95,385.05,385.95,390.76,11333562,4428752443,171725,5994020,52.89
TATAMOTORS,EQ,15-Jul-15,385.95,387,395,382.6,394.1,394.3,390.22,15561638,6072499964,140415,10374692,66.67
TATAMOTORS,EQ,16-Jul-15,394.3,394.9,398.65,392.45,394.5,395.25,395.32,5199913,2055624278,95705,2943796,56.61
TATAMOTORS,EQ,17-Jul-15,395.25,395.95,403.25,390.4,397,398.05,396.6,6590110,2613646127,110324,3189874,48.4
TATAMOTORS,EQ,20-Jul-15,398.05,399,401.9,389.3,390.55,390.75,393.38,5777196,2272629828,102991,3432670,59.42
TATAMOTORS,EQ,21-Jul-15,390.75,391.8,393.3,386.1,389.1,389.1,389.85,6461958,2519173241,63661,4202255,65.03
TATAMOTORS,EQ,22-Jul-15,389.1,388,392.8,385.95,389,389.55,389.96,5955109,2322248620,80913,3647336,61.25
TATAMOTORS,EQ,23-Jul-15,389.55,388.75,403.4,385,402.5,401.35,395.58,9510349,3762103019,121015,3534589,37.17
TATAMOTORS,EQ,24-Jul-15,401.35,397.55,399.35,389,389.65,390.25,394.4,7059848,2784406013,88833,3677729,52.09
TATAMOTORS,EQ,27-Jul-15,390.25,384.25,385.25,373,377.25,377.45,378.2,8450904,3196162185,113307,4449064,52.65
TATAMOTORS,EQ,28-Jul-15,377.45,373,374.9,366.1,370,370.1,369.6,10975840,4056642647,122703,7288753,66.41
TATAMOTORS,EQ,29-Jul-15,370.1,373.9,379.95,372.7,379,376.45,375.43,9532212,3578648276,86033,7164626,75.16
TATAMOTORS,EQ,30-Jul-15,376.45,381.65,382.5,376,379,377.45,378.71,6562559,2485334616,71589,4209895,64.15
TATAMOTORS,EQ,31-Jul-15,377.45,380.8,390.5,380.05,384,383.85,384.71,6947628,2672851218,85495,4207491,60.56
TATAMOTORS,EQ,3-Aug-15,383.85,386.35,394.4,382,387.55,388.2,390.27,6647982,2594500113,82764,4034617,60.69
TATAMOTORS,EQ,4-Aug-15,388.2,385.9,387,378,381.15,380.75,381.85,5621275,2146456911,90701,3425007,60.93
TATAMOTORS,EQ,5-Aug-15,380.75,378.75,388.5,375.1,376,376.4,381.57,8298929,3166663808,89891,4358762,52.52
TATAMOTORS,EQ,6-Aug-15,376.4,376.5,384.7,373.2,382.6,383.1,379.56,7976356,3027531836,106410,3797992,47.62
TATAMOTORS,EQ,7-Aug-15,383.1,382.4,396,382.4,392.75,393.4,390.03,10706804,4175962594,168792,4709971,43.99
TATAMOTORS,EQ,10-Aug-15,393.4,384,395.3,382.1,383,385.7,389.21,14494111,5641218378,154534,7078807,48.84
TATAMOTORS,EQ,11-Aug-15,385.7,387.1,388,367.55,367.85,369.15,375.25,9984809,3746749900,127909,6097255,61.07
TATAMOTORS,EQ,12-Aug-15,369.15,365,365.85,353.55,356.4,355.2,357.65,11107801,3972658131,124365,7308372,65.79
TATAMOTORS,EQ,13-Aug-15,355.2,356.9,360.95,348,350.6,349.4,353.15,11147702,3936846353,94787,7132713,63.98
TATAMOTORS,EQ,14-Aug-15,349.4,351.45,359.75,345.1,355.05,355.25,352.6,6400810,2256935237,84492,2681008,41.89
TATAMOTORS,EQ,17-Aug-15,355.25,354.4,362.3,345.25,356,356.1,354.96,5812093,2063052971,91436,2563282,44.1
TATAMOTORS,EQ,18-Aug-15,356.1,355.85,358.35,347.7,348.55,348.6,351.97,5623977,1979496453,78906,3082336,54.81
TATAMOTORS,EQ,19-Aug-15,348.6,348.7,354.9,344,352,351.25,351.29,6435894,2260886574,71927,3411842,53.01
TATAMOTORS,EQ,20-Aug-15,351.25,348,349.7,341,343,342.2,343.95,7789676,2679266212,102937,5086572,65.3
TATAMOTORS,EQ,21-Aug-15,342.2,339.4,339.4,327.75,332.9,332.4,331.09,8793065,2911324857,118995,5571467,63.36
TATAMOTORS,EQ,24-Aug-15,332.4,317,317,301.6,303.95,308.25,311.92,14753473,4601922033,145655,8920403,60.46
TATAMOTORS,EQ,25-Aug-15,308.25,308,331.35,305.8,329.5,328.85,318.61,13398318,4268794380,140973,7619516,56.87
TATAMOTORS,EQ,26-Aug-15,328.85,322,341.4,318.25,331.4,335.1,332.64,13781660,4584288338,165108,8002166,58.06
TATAMOTORS,EQ,27-Aug-15,335.1,338.4,342.55,327.25,338.15,334.05,335.05,17224851,5771195053,227376,9138707,53.06
TATAMOTORS,EQ,28-Aug-15,334.05,342,342,335.25,340.6,340.05,338.28,7123909,2409902677,84220,3565476,50.05
TATAMOTORS,EQ,31-Aug-15,340.05,340,348.75,332.45,340.4,340.15,340.01,7244287,2463102613,102015,3696504,51.03
TATAMOTORS,EQ,1-Sep-15,340.15,334.95,339.35,325.1,328,329.9,333.43,8606005,2869463131,98491,4602652,53.48
TATAMOTORS,EQ,2-Sep-15,329.9,328.85,332.5,321.45,324,324.45,325.6,8097313,2636461439,96861,4626633,57.14
TATAMOTORS,EQ,3-Sep-15,324.45,326.2,339.8,326.2,331.7,333.55,334.54,8138855,2722778127,92934,4268590,52.45
TATAMOTORS,EQ,4-Sep-15,333.55,330,330.8,316,323.8,322.9,321.33,6592654,2118450375,112879,3434839,52.1
TATAMOTORS,EQ,7-Sep-15,322.9,327.8,333,320,324,322.85,326.39,5357928,1748759910,57871,1935245,36.12
TATAMOTORS,EQ,8-Sep-15,322.85,326,333.25,316.3,331.2,330.9,326.34,6729868,2196193104,108028,2636686,39.18
TATAMOTORS,EQ,9-Sep-15,330.9,335.35,350.7,333.6,345,344.9,342.44,8833492,3024920519,121953,3668050,41.52
TATAMOTORS,EQ,10-Sep-15,344.9,340.05,356.45,331,355,354.1,347.93,9872906,3435068316,128538,3453410,34.98
TATAMOTORS,EQ,11-Sep-15,354.1,354.9,358.9,342.25,343.6,344.6,350.08,8569963,3000172495,117276,3039860,35.47
TATAMOTORS,EQ,14-Sep-15,344.6,348.9,350.9,342.25,345.95,346.8,347.6,5480940,1905158897,67027,2742508,50.04
TATAMOTORS,EQ,15-Sep-15,346.8,345.95,345.95,333.05,334.35,334.1,337.9,5802405,1960624036,74753,2806033,48.36
TATAMOTORS,EQ,16-Sep-15,334.1,337.7,340.4,332.5,337.3,338.05,337.41,5708786,1926223091,66243,2303793,40.36
TATAMOTORS,EQ,18-Sep-15,338.05,329.2,333.8,326.85,332.35,330.25,330.35,14893326,4919961734,133412,7331785,49.23
TATAMOTORS,EQ,21-Sep-15,330.25,326.85,334.9,325.65,331.65,331.7,331.86,5172386,1716501738,77445,2618703,50.63
TATAMOTORS,EQ,22-Sep-15,331.7,332,333.6,314,315,315.8,323.55,7122834,2304610757,92657,3485865,48.94
TATAMOTORS,EQ,23-Sep-15,315.8,311,312.55,306.25,310.2,310.3,310.12,8954516,2776975127,137050,4639183,51.81
TATAMOTORS,EQ,24-Sep-15,310.3,309.7,312,301.6,302.45,303.4,305.45,13799813,4215117589,125506,9746249,70.63
TATAMOTORS,EQ,28-Sep-15,303.4,304.4,304.4,283.5,284.65,285,291.97,13577316,3964105760,166699,6592274,48.55
TATAMOTORS,EQ,29-Sep-15,285,281.2,294.8,279.1,288.05,288.75,285.84,12304403,3517094968,167211,4207831,34.2
TATAMOTORS,EQ,30-Sep-15,288.75,289.25,299.75,288.1,298,298.6,295.81,12926187,3823731279,150933,6129428,47.42
TATAMOTORS,EQ,1-Oct-15,298.6,301.45,301.5,291.5,296.3,297.75,295.81,7501080,2218889103,121550,3210174,42.8
TATAMOTORS,EQ,5-Oct-15,297.75,302.5,322.1,302.5,315,315.15,315.82,14527820,4588143033,197253,7022454,48.34
TATAMOTORS,EQ,6-Oct-15,315.15,320.55,334.7,319.55,333.25,333.7,328.76,18806867,6183037486,185755,9243081,49.15
TATAMOTORS,EQ,7-Oct-15,333.7,333.9,345,329,342.8,341.35,340.27,17802539,6057653163,178106,8188136,45.99
TATAMOTORS,EQ,8-Oct-15,341.35,343.8,347.3,341.55,343.7,343.25,343.86,12085332,4155718928,149936,5091652,42.13
TATAMOTORS,EQ,9-Oct-15,343.25,346.2,359.2,341.1,358.25,356.45,350.37,11635790,4076865694,134386,3626728,31.17
TATAMOTORS,EQ,12-Oct-15,356.45,356.5,367,356.4,363.85,362.35,363.06,10509775,3815648496,108852,4448227,42.32
TATAMOTORS,EQ,13-Oct-15,362.35,360,365.25,355.05,361.5,361.1,359.86,9969583,3587678690,100872,4023258,40.36
TATAMOTORS,EQ,14-Oct-15,361.1,358.75,360.25,351.1,353.55,352.3,354.94,7009418,2487928242,83779,3313845,47.28
TATAMOTORS,EQ,15-Oct-15,352.3,355.3,383.75,355.3,380,381.3,374.29,19487376,7293949153,197463,7456097,38.26
TATAMOTORS,EQ,16-Oct-15,381.3,388.6,390.95,380.65,386.75,386.2,386,16497652,6368044970,151307,6518409,39.51
TATAMOTORS,EQ,19-Oct-15,386.2,384,384,376.25,378.85,378.7,379.37,7455714,2828439066,87246,2712377,36.38
TATAMOTORS,EQ,20-Oct-15,378.7,379,395.75,377.4,382.25,383.15,388.06,15426131,5986314460,133400,5818619,37.72
TATAMOTORS,EQ,21-Oct-15,383.15,379.95,386.4,378.55,380.9,381.45,382.7,8720671,3337432025,78688,3308046,37.93
TATAMOTORS,EQ,23-Oct-15,381.45,383.9,388.8,382,382.6,383,384.83,6744440,2595463673,66641,2593881,38.46
TATAMOTORS,EQ,26-Oct-15,383,386.45,389.9,383.25,384.05,384.6,385.88,5064657,1954346793,86651,2287166,45.16
TATAMOTORS,EQ,27-Oct-15,384.6,383,386.95,382.2,383.6,383.35,384.64,4423221,1701338806,48050,1936397,43.78
TATAMOTORS,EQ,28-Oct-15,383.35,382.8,390.75,382.2,387,386.3,385.79,8018683,3093490878,66362,3217054,40.12
TATAMOTORS,EQ,29-Oct-15,386.3,388.95,396.8,384.25,388.4,391.2,391.76,15381516,6025849686,122945,8074016,52.49
TATAMOTORS,EQ,30-Oct-15,391.2,389.75,390.8,383.5,384.8,384.95,386.86,6651831,2573297161,63761,2584556,38.85
TATAMOTORS,EQ,2-Nov-15,384.95,386.1,392.05,384.4,388.5,387.95,389.37,7511675,2924834939,67183,3030603,40.35
TATAMOTORS,EQ,3-Nov-15,387.95,391.25,391.25,380.8,382.3,382.05,385.08,5887746,2267226112,102547,2569915,43.65
TATAMOTORS,EQ,4-Nov-15,382.05,390.05,407.25,390.05,406.6,404.85,403.13,13985828,5638163559,186069,5251497,37.55
TATAMOTORS,EQ,5-Nov-15,404.85,403.6,412.8,401.45,404,404,406.92,12912937,5254484996,116398,6347889,49.16
TATAMOTORS,EQ,6-Nov-15,404,399.9,404.4,392.5,394.15,396.15,398.31,11016134,4387889951,214285,5364542,48.7
TATAMOTORS,EQ,9-Nov-15,396.15,374,413.5,373.05,412,411.75,402.34,22128119,8903014580,238949,8808945,39.81
TATAMOTORS,EQ,10-Nov-15,411.75,408,417.4,402.7,405.5,407.45,412.22,12654616,5216456607,141129,5605123,44.29
TATAMOTORS,EQ,11-Nov-15,407.45,408.75,414,408.05,411.25,411.3,411.48,1164924,479338278.3,14197,292864,25.14
TATAMOTORS,EQ,13-Nov-15,411.3,411.35,417.5,401.8,403.65,403.95,407.25,11007237,4482658200,115758,5354113,48.64
TATAMOTORS,EQ,16-Nov-15,403.95,401,404.85,394.2,399.75,400.25,399.33,7673487,3064245434,98741,3674597,47.89
TATAMOTORS,EQ,17-Nov-15,400.25,403,410.7,398.55,408,407.5,405.61,6063987,2459619830,67726,2377907,39.21
TATAMOTORS,EQ,18-Nov-15,407.5,407.95,413.5,403.25,406.3,406.25,409.05,6960097,2847025895,80558,3320128,47.7
TATAMOTORS,EQ,19-Nov-15,406.25,409.9,409.9,403.5,407.3,406.95,407.09,5645524,2298254656,59726,2638602,46.74
TATAMOTORS,EQ,20-Nov-15,406.95,408.5,410.7,401.35,404.25,402.85,406.04,5420173,2200801014,77221,2531889,46.71
TATAMOTORS,EQ,23-Nov-15,402.85,400.35,404.4,396.5,402.5,402.1,400.89,4658448,1867519457,79143,1785183,38.32
TATAMOTORS,EQ,24-Nov-15,402.1,399.1,406.5,397.05,401.9,400.95,401.13,5624579,2256203484,63248,2262333,40.22
TATAMOTORS,EQ,26-Nov-15,400.95,404.75,426.45,404,422,424.4,417.36,15070353,6289812299,158456,6829616,45.32
TATAMOTORS,EQ,27-Nov-15,424.4,425.55,431.9,416.45,418,417.65,424.73,9720127,4128419249,135398,3904938,40.17
TATAMOTORS,EQ,30-Nov-15,417.65,419.9,429.6,418,423.5,423.25,424.46,9901753,4202924954,96546,5838735,58.97
TATAMOTORS,EQ,1-Dec-15,423.25,427,427,416.1,418,417.35,420.43,6402692,2691864634,75878,2689575,42.01
TATAMOTORS,EQ,2-Dec-15,417.35,415.9,418.9,410.3,411.55,413.15,415.22,6543300,2716922775,77112,3010779,46.01
TATAMOTORS,EQ,3-Dec-15,413.15,408.7,411.9,404.25,406,405.6,407.37,5999323,2443953154,93015,2932583,48.88
TATAMOTORS,EQ,4-Dec-15,405.6,402.5,411.5,398.7,400.7,399.95,404.69,8477407,3430720148,115514,3945559,46.54
TATAMOTORS,EQ,7-Dec-15,399.95,402.9,403,395.3,398.2,399.15,398.79,6156323,2455080933,95948,3086792,50.14
TATAMOTORS,EQ,8-Dec-15,399.15,396.95,406.95,396.1,401.85,402.4,404.24,7851653,3173984393,122214,3616964,46.07
TATAMOTORS,EQ,9-Dec-15,402.4,402.8,405,392.75,394.15,393.95,397.46,6103583,2425952214,106533,2633738,43.15
TATAMOTORS,EQ,10-Dec-15,393.95,401.2,401.2,385.25,389,389.6,390.35,10684178,4170532646,122282,5552251,51.97
TATAMOTORS,EQ,11-Dec-15,389.6,390.9,392.65,375.3,379,377.95,383.11,6537672,2504674161,100176,2509906,38.39
TATAMOTORS,EQ,14-Dec-15,377.95,369.75,373.5,360.5,372,371.6,368.3,12682481,4670899270,176095,5573884,43.95
TATAMOTORS,EQ,15-Dec-15,371.6,371.25,380.95,365.5,379.1,379.5,373.66,7717531,2883704754,128713,2875603,37.26
TATAMOTORS,EQ,16-Dec-15,379.5,375.9,385,372.85,380.15,380.45,380.44,11874858,4517691709,154644,5175493,43.58
TATAMOTORS,EQ,17-Dec-15,380.45,385,387,376.05,382.15,382.95,381.47,7604665,2900989218,113765,3846414,50.58
TATAMOTORS,EQ,18-Dec-15,382.95,381.9,384.8,376.8,379,378.25,381.15,6454322,2460061169,58746,3637892,56.36
TATAMOTORS,EQ,21-Dec-15,378.25,379.1,382.55,377.5,380.15,380.15,379.46,4015631,1523780831,86385,1756755,43.75
TATAMOTORS,EQ,22-Dec-15,380.15,380.9,382.8,377.2,377.55,378.1,380.16,3802024,1445366576,62799,2001517,52.64
TATAMOTORS,EQ,23-Dec-15,378.1,379.9,380.85,377.5,378.7,378.45,379.05,3953766,1498656679,46213,2118429,53.58
TATAMOTORS,EQ,24-Dec-15,378.45,380.9,384.75,377.6,382.35,382.4,382.39,4568751,1747067023,46098,1932757,42.3
TATAMOTORS,EQ,28-Dec-15,382.4,384.9,395,383.75,394.85,394,391.54,7166351,2805898239,67548,4041258,56.39
TATAMOTORS,EQ,29-Dec-15,394,392.9,397.5,388.75,390.7,391.85,392.95,7359611,2891966154,94528,4322175,58.73
TATAMOTORS,EQ,30-Dec-15,391.85,392,395,390.5,394,393.45,393.11,4866177,1912943150,64431,2773240,56.99
TATAMOTORS,EQ,31-Dec-15,393.45,394,395.75,389.15,391.6,391.3,391.85,6410622,2511996477,50250,3438509,53.64
TATAMOTORS,EQ,1-Jan-16,391.3,392.5,403,373,401.8,401.9,398.24,4377363,1743245784,44132,808972,18.48
TATAMOTORS,EQ,4-Jan-16,401.9,400,400.1,375.05,376.15,377.05,383.74,7822660,3001899664,98407,2984181,38.15
TATAMOTORS,EQ,5-Jan-16,377.05,381.05,382.45,372.1,373,374.45,377.36,6901068,2604167529,85155,3112289,45.1
TATAMOTORS,EQ,6-Jan-16,374.45,374.25,375.5,364.6,365,365.9,370.04,7211230,2668409641,94107,3295244,45.7
TATAMOTORS,EQ,7-Jan-16,365.9,356.25,358,338.1,344.8,343.55,347.83,11782307,4098190193,151305,5176531,43.93
TATAMOTORS,EQ,8-Jan-16,343.55,345.6,355.85,345.6,353.9,353.35,351.97,8770370,3086909729,94306,3773447,43.02
TATAMOTORS,EQ,11-Jan-16,353.35,343.9,364.75,341.65,360.45,360.2,357.29,10576721,3778927412,102634,3259763,30.82
TATAMOTORS,EQ,12-Jan-16,360.2,362.7,363.95,351.6,355.4,355,356.36,8363062,2980240756,93086,3526752,42.17
TATAMOTORS,EQ,13-Jan-16,355,360.45,369.8,356.3,363,364.6,362.64,14191511,5146417257,143638,5437338,38.31
TATAMOTORS,EQ,14-Jan-16,364.6,356.1,359.4,346.8,353.8,354.3,353.04,10673343,3768066473,124785,4491368,42.08
TATAMOTORS,EQ,15-Jan-16,354.3,353.9,353.9,339.35,340.7,341.3,347.35,6557584,2277785215,63497,2823439,43.06
TATAMOTORS,EQ,18-Jan-16,341.3,341,343.3,334.4,340.5,340.2,339.29,6285144,2132457171,67853,2753872,43.82
TATAMOTORS,EQ,19-Jan-16,340.2,343,357.2,342,354.25,354.15,351.19,7304555,2565279293,77450,3227936,44.19
TATAMOTORS,EQ,20-Jan-16,354.15,349.65,349.65,338.8,341.9,342.25,343.31,9156596,3143593477,94482,5621987,61.4
TATAMOTORS,EQ,21-Jan-16,342.25,340.65,344.15,323,327.6,328.55,330.92,16524035,5468131178,149035,7548745,45.68
TATAMOTORS,EQ,22-Jan-16,328.55,335.5,345.9,331.5,339.65,339.5,338.81,9595392,3251057157,102494,4568348,47.61
TATAMOTORS,EQ,25-Jan-16,339.5,345.5,345.5,331.15,333.6,332.6,338.9,6106931,2069632852,88259,1994627,32.66
TATAMOTORS,EQ,27-Jan-16,332.6,338,341,333.2,336.9,337.05,337.7,8333202,2814138080,79518,4504083,54.05
TATAMOTORS,EQ,28-Jan-16,337.05,336.3,341.4,332.3,333.85,334.2,335.31,13153617,4410479188,87267,9295172,70.67
TATAMOTORS,EQ,29-Jan-16,334.2,332,340.6,324.2,336.9,336.9,334.46,10350998,3462041238,110669,4476713,43.25
TATAMOTORS,EQ,1-Feb-16,336.9,338.75,342.4,332.25,335.25,338.5,337.69,6563774,2216535914,69594,2380197,36.26
TATAMOTORS,EQ,2-Feb-16,338.5,343.8,344.7,327.7,329,329.55,336.62,9179304,3089960403,111160,3940454,42.93
TATAMOTORS,EQ,3-Feb-16,329.55,325.55,325.95,317.05,320.95,320.3,321.17,6685445,2147138626,93400,2785258,41.66
TATAMOTORS,EQ,4-Feb-16,320.3,325.3,329.3,321.2,327.05,325.5,325.79,6086981,1983074734,91156,2852224,46.86
TATAMOTORS,EQ,5-Feb-16,325.5,330.5,339,326.65,336.7,337.1,333.64,9236577,3081712197,123929,4202863,45.5
TATAMOTORS,EQ,8-Feb-16,337.1,334.95,334.95,321.35,322.45,323.5,328.82,6974342,2293290572,85772,2580745,37
TATAMOTORS,EQ,9-Feb-16,323.5,319.5,322.65,308.8,311.05,310.65,315.09,12489713,3935422390,186452,6600591,52.85
TATAMOTORS,EQ,10-Feb-16,310.65,309.85,309.95,288.25,288.7,291.55,296.13,21756193,6442687120,213764,12826325,58.95
TATAMOTORS,EQ,11-Feb-16,291.55,298.5,300,265.8,271.3,276.35,286.23,21632886,6191986129,183602,9108237,42.1
